--------------------------------------------------------------------------
[[18097,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-13-14

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
# MPI Nearest Neighbor Communication
# Info:
# Processor Grid:              16 x       1 x       1
# Data Grid (per rank):       100 x     100 x     100
# Iterations:             10000000
# Variables:                    1
# Sleep:                     1000
[PI-INFO] Init time,13,0.118001
[PI-INFO] Init time,14,0.117519
[PI-INFO] Init time,7,0.117425
[PI-INFO] Init time,0,0.126365
[PI-INFO] Init time,9,0.117660
[PI-INFO] Init time,1,0.117988
[PI-INFO] Init time,8,0.118277
[PI-INFO] Init time,2,0.117748
[PI-INFO] Init time,12,0.117243
[PI-INFO] Init time,3,0.117607
[PI-INFO] Init time,6,0.117900
[PI-INFO] Init time,15,0.117338
[PI-INFO] Init time,10,0.117616
[PI-INFO] Init time,4,0.117967
[PI-INFO] Init time,5,0.117035
[PI-INFO] Init time,11,0.117508
[PI-INFO] Paramount Iteration,15,1,0.117943,0.000606
[PI-INFO] Paramount Iteration,0,1,0.126996,0.000631
[PI-INFO] Paramount Iteration,14,1,0.118402,0.000883
[PI-INFO] Paramount Iteration,13,1,0.118890,0.000889
[PI-INFO] Paramount Iteration,7,1,0.118334,0.000909
[PI-INFO] Paramount Iteration,8,1,0.119186,0.000910
[PI-INFO] Paramount Iteration,6,1,0.118753,0.000853
[PI-INFO] Paramount Iteration,5,1,0.117941,0.000906
[PI-INFO] Paramount Iteration,9,1,0.118581,0.000921
[PI-INFO] Paramount Iteration,1,1,0.118888,0.000900
[PI-INFO] Paramount Iteration,2,1,0.118658,0.000910
[PI-INFO] Paramount Iteration,12,1,0.118184,0.000941
[PI-INFO] Paramount Iteration,3,1,0.118528,0.000921
[PI-INFO] Paramount Iteration,10,1,0.118569,0.000953
[PI-INFO] Paramount Iteration,4,1,0.118877,0.000910
[PI-INFO] Paramount Iteration,11,1,0.118427,0.000919
[PI-INFO] Paramount Iteration,13,2,0.119264,0.000374
[PI-INFO] Paramount Iteration,14,2,0.118706,0.000304
[PI-INFO] Paramount Iteration,7,2,0.118678,0.000344
[PI-INFO] Paramount Iteration,8,2,0.119530,0.000344
[PI-INFO] Paramount Iteration,6,2,0.119148,0.000395
[PI-INFO] Paramount Iteration,15,2,0.118580,0.000637
[PI-INFO] Paramount Iteration,0,2,0.127631,0.000635
[PI-INFO] Paramount Iteration,0,3,0.127898,0.000267
[PI-INFO] Paramount Iteration,9,2,0.118949,0.000368
[PI-INFO] Paramount Iteration,1,2,0.119218,0.000330
[PI-INFO] Paramount Iteration,2,2,0.118992,0.000334
[PI-INFO] Paramount Iteration,12,2,0.118537,0.000353
[PI-INFO] Paramount Iteration,3,2,0.118879,0.000351
[PI-INFO] Paramount Iteration,10,2,0.118927,0.000358
[PI-INFO] Paramount Iteration,4,2,0.119235,0.000358
[PI-INFO] Paramount Iteration,5,2,0.118326,0.000385
[PI-INFO] Paramount Iteration,11,2,0.118830,0.000403
[PI-INFO] Paramount Iteration,13,3,0.119620,0.000356
[PI-INFO] Paramount Iteration,14,3,0.119073,0.000367
[PI-INFO] Paramount Iteration,9,3,0.119256,0.000307
[PI-INFO] Paramount Iteration,1,3,0.119617,0.000399
[PI-INFO] Paramount Iteration,7,3,0.119047,0.000369
[PI-INFO] Paramount Iteration,8,3,0.119871,0.000341
[PI-INFO] Paramount Iteration,2,3,0.119325,0.000333
[PI-INFO] Paramount Iteration,12,3,0.118868,0.000331
[PI-INFO] Paramount Iteration,3,3,0.119235,0.000356
[PI-INFO] Paramount Iteration,6,3,0.119462,0.000314
[PI-INFO] Paramount Iteration,15,3,0.118828,0.000248
[PI-INFO] Paramount Iteration,10,3,0.119256,0.000329
[PI-INFO] Paramount Iteration,4,3,0.119570,0.000335
[PI-INFO] Paramount Iteration,5,3,0.118662,0.000336
[PI-INFO] Paramount Iteration,0,4,0.128207,0.000309
[PI-INFO] Paramount Iteration,0,5,0.128492,0.000285
[PI-INFO] Paramount Iteration,13,4,0.119943,0.000323
[PI-INFO] Paramount Iteration,14,4,0.119441,0.000368
[PI-INFO] Paramount Iteration,9,4,0.119662,0.000406
[PI-INFO] Paramount Iteration,1,4,0.119915,0.000298
[PI-INFO] Paramount Iteration,7,4,0.119334,0.000287
[PI-INFO] Paramount Iteration,8,4,0.120168,0.000297
[PI-INFO] Paramount Iteration,2,4,0.119712,0.000387
[PI-INFO] Paramount Iteration,12,4,0.119250,0.000382
[PI-INFO] Paramount Iteration,3,4,0.119540,0.000305
[PI-INFO] Paramount Iteration,6,4,0.119827,0.000365
[PI-INFO] Paramount Iteration,15,4,0.119126,0.000298
[PI-INFO] Paramount Iteration,10,4,0.119610,0.000354
[PI-INFO] Paramount Iteration,4,4,0.119945,0.000375
[PI-INFO] Paramount Iteration,5,4,0.118943,0.000281
[PI-INFO] Paramount Iteration,11,3,0.119213,0.000383
[PI-INFO] Paramount Iteration,13,5,0.120319,0.000376
[PI-INFO] Paramount Iteration,14,5,0.119746,0.000305
[PI-INFO] Paramount Iteration,9,5,0.119983,0.000321
[PI-INFO] Paramount Iteration,1,5,0.120239,0.000324
[PI-INFO] Paramount Iteration,7,5,0.119685,0.000351
[PI-INFO] Paramount Iteration,8,5,0.120650,0.000482
[PI-INFO] Paramount Iteration,2,5,0.120019,0.000307
[PI-INFO] Paramount Iteration,12,5,0.119589,0.000339
[PI-INFO] Paramount Iteration,3,5,0.119889,0.000349
