--------------------------------------------------------------------------
[[16734,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-6-43

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
# MPI Nearest Neighbor Communication
# Info:
# Processor Grid:              16 x       1 x       1
# Data Grid (per rank):       100 x     100 x     100
# Iterations:             10000000
# Variables:                    1
# Sleep:                     1000
[PI-INFO] Init time,7,0.117355
[PI-INFO] Init time,2,0.118694
[PI-INFO] Init time,3,0.118550
[PI-INFO] Init time,13,0.117787
[PI-INFO] Init time,15,0.118190
[PI-INFO] Init time,5,0.118341
[PI-INFO] Init time,6,0.117508
[PI-INFO] Init time,4,0.116788
[PI-INFO] Init time,12,0.116829
[PI-INFO] Init time,11,0.117379
[PI-INFO] Init time,9,0.117481
[PI-INFO] Init time,14,0.117343
[PI-INFO] Init time,0,0.126400
[PI-INFO] Init time,1,0.117994
[PI-INFO] Init time,10,0.117907
[PI-INFO] Init time,8,0.117279
[PI-INFO] Paramount Iteration,0,1,0.126968,0.000569
[PI-INFO] Paramount Iteration,15,1,0.118997,0.000807
[PI-INFO] Paramount Iteration,5,1,0.119196,0.000856
[PI-INFO] Paramount Iteration,6,1,0.118371,0.000863
[PI-INFO] Paramount Iteration,1,1,0.118851,0.000857
[PI-INFO] Paramount Iteration,12,1,0.117726,0.000897
[PI-INFO] Paramount Iteration,9,1,0.118395,0.000915
[PI-INFO] Paramount Iteration,10,1,0.118834,0.000927
[PI-INFO] Paramount Iteration,7,1,0.118386,0.001031
[PI-INFO] Paramount Iteration,2,1,0.119661,0.000967
[PI-INFO] Paramount Iteration,3,1,0.119568,0.001018
[PI-INFO] Paramount Iteration,13,1,0.118780,0.000993
[PI-INFO] Paramount Iteration,8,1,0.118264,0.000985
[PI-INFO] Paramount Iteration,4,1,0.117755,0.000967
[PI-INFO] Paramount Iteration,11,1,0.118352,0.000973
[PI-INFO] Paramount Iteration,14,1,0.118317,0.000974
[PI-INFO] Paramount Iteration,0,2,0.127584,0.000616
[PI-INFO] Paramount Iteration,1,2,0.119275,0.000424
[PI-INFO] Paramount Iteration,10,2,0.119218,0.000384
[PI-INFO] Paramount Iteration,13,2,0.119144,0.000364
[PI-INFO] Paramount Iteration,4,2,0.118089,0.000334
[PI-INFO] Paramount Iteration,12,2,0.118127,0.000401
[PI-INFO] Paramount Iteration,7,2,0.118772,0.000386
[PI-INFO] Paramount Iteration,2,2,0.120061,0.000400
[PI-INFO] Paramount Iteration,3,2,0.119930,0.000362
[PI-INFO] Paramount Iteration,15,2,0.119650,0.000653
[PI-INFO] Paramount Iteration,8,2,0.118659,0.000395
[PI-INFO] Paramount Iteration,5,2,0.119806,0.000610
[PI-INFO] Paramount Iteration,11,2,0.118773,0.000421
[PI-INFO] Paramount Iteration,9,2,0.118862,0.000467
[PI-INFO] Paramount Iteration,14,2,0.118726,0.000409
[PI-INFO] Paramount Iteration,0,3,0.127888,0.000304
[PI-INFO] Paramount Iteration,6,2,0.119002,0.000631
[PI-INFO] Paramount Iteration,1,3,0.119704,0.000429
[PI-INFO] Paramount Iteration,10,3,0.119673,0.000455
[PI-INFO] Paramount Iteration,2,3,0.120406,0.000345
[PI-INFO] Paramount Iteration,3,3,0.120250,0.000320
[PI-INFO] Paramount Iteration,15,3,0.119973,0.000323
[PI-INFO] Paramount Iteration,12,3,0.118542,0.000415
[PI-INFO] Paramount Iteration,11,3,0.119164,0.000391
[PI-INFO] Paramount Iteration,9,3,0.119179,0.000317
[PI-INFO] Paramount Iteration,13,3,0.119607,0.000463
[PI-INFO] Paramount Iteration,8,3,0.119109,0.000450
[PI-INFO] Paramount Iteration,5,3,0.120175,0.000369
[PI-INFO] Paramount Iteration,6,3,0.119429,0.000427
[PI-INFO] Paramount Iteration,4,3,0.118605,0.000516
[PI-INFO] Paramount Iteration,14,3,0.119102,0.000376
[PI-INFO] Paramount Iteration,0,4,0.128284,0.000396
[PI-INFO] Paramount Iteration,1,4,0.120026,0.000322
[PI-INFO] Paramount Iteration,7,3,0.119344,0.000572
[PI-INFO] Paramount Iteration,2,4,0.120686,0.000280
[PI-INFO] Paramount Iteration,15,4,0.120315,0.000342
[PI-INFO] Paramount Iteration,10,4,0.120015,0.000342
[PI-INFO] Paramount Iteration,13,4,0.119930,0.000323
[PI-INFO] Paramount Iteration,5,4,0.120571,0.000396
[PI-INFO] Paramount Iteration,4,4,0.118964,0.000359
[PI-INFO] Paramount Iteration,12,4,0.118986,0.000444
[PI-INFO] Paramount Iteration,11,4,0.119473,0.000309
[PI-INFO] Paramount Iteration,9,4,0.119737,0.000558
[PI-INFO] Paramount Iteration,14,4,0.119569,0.000467
[PI-INFO] Paramount Iteration,0,5,0.128642,0.000358
[PI-INFO] Paramount Iteration,1,5,0.120337,0.000311
[PI-INFO] Paramount Iteration,7,4,0.119699,0.000355
[PI-INFO] Paramount Iteration,3,4,0.120856,0.000606
[PI-INFO] Paramount Iteration,6,4,0.119796,0.000367
[PI-INFO] Paramount Iteration,0,6,0.128908,0.000266
[PI-INFO] Paramount Iteration,10,5,0.120509,0.000494
[PI-INFO] Paramount Iteration,3,5,0.121120,0.000264
[PI-INFO] Paramount Iteration,13,5,0.120328,0.000398
[PI-INFO] Paramount Iteration,15,5,0.120837,0.000522
[PI-INFO] Paramount Iteration,8,4,0.119742,0.000633
[PI-INFO] Paramount Iteration,6,5,0.120146,0.000350
[PI-INFO] Paramount Iteration,4,5,0.119334,0.000370
[PI-INFO] Paramount Iteration,12,5,0.119292,0.000306
[PI-INFO] Paramount Iteration,11,5,0.120025,0.000552
[PI-INFO] Paramount Iteration,14,5,0.119888,0.000319
[PI-INFO] Paramount Iteration,2,5,0.121352,0.000666
[PI-INFO] Paramount Iteration,8,5,0.120041,0.000299
[PI-INFO] Paramount Iteration,5,5,0.120984,0.000413
[PI-INFO] Paramount Iteration,9,5,0.120272,0.000535
[PI-INFO] Paramount Iteration,7,5,0.120250,0.000551
[PI-INFO] Paramount Iteration,13,6,0.120608,0.000280
[PI-INFO] Paramount Iteration,15,6,0.121083,0.000246
[PI-INFO] Paramount Iteration,14,6,0.120248,0.000360
[PI-INFO] Paramount Iteration,3,6,0.121517,0.000397
[PI-INFO] Paramount Iteration,5,6,0.121292,0.000308
[PI-INFO] Paramount Iteration,4,6,0.119746,0.000412
[PI-INFO] Paramount Iteration,11,6,0.120380,0.000355
[PI-INFO] Paramount Iteration,1,6,0.121011,0.000674
[PI-INFO] Paramount Iteration,2,6,0.121671,0.000319
[PI-INFO] Paramount Iteration,12,6,0.119862,0.000570
[PI-INFO] Paramount Iteration,9,6,0.120554,0.000282
[PI-INFO] Paramount Iteration,10,6,0.121093,0.000584
[PI-INFO] Paramount Iteration,8,6,0.120443,0.000402
[PI-INFO] Paramount Iteration,7,6,0.120588,0.000338
[PI-INFO] Paramount Iteration,3,7,0.121876,0.000359
[PI-INFO] Paramount Iteration,15,7,0.121469,0.000386
[PI-INFO] Paramount Iteration,4,7,0.120037,0.000291
[PI-INFO] Paramount Iteration,14,7,0.120538,0.000290
[PI-INFO] Paramount Iteration,0,7,0.129702,0.000794
[PI-INFO] Paramount Iteration,1,7,0.121318,0.000307
[PI-INFO] Paramount Iteration,6,6,0.120877,0.000731
[PI-INFO] Paramount Iteration,12,7,0.120242,0.000380
[PI-INFO] Paramount Iteration,2,7,0.122094,0.000423
[PI-INFO] Paramount Iteration,13,7,0.121244,0.000636
[PI-INFO] Paramount Iteration,8,7,0.120782,0.000339
[PI-INFO] Paramount Iteration,9,7,0.120959,0.000405
