--------------------------------------------------------------------------
[[64306,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-7-230

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
[PI-INFO] Init time,0,0.149773
[PI-INFO] Init time,8,0.142327
[PI-INFO] Init time,13,0.141684
[PI-INFO] Init time,4,0.141540
[PI-INFO] Init time,15,0.142759
[PI-INFO] Init time,14,0.141744
[PI-INFO] Init time,5,0.142085
[PI-INFO] Init time,9,0.142432
[PI-INFO] Init time,12,0.141560
[PI-INFO] Init time,2,0.142277
[PI-INFO] Init time,10,0.141235
[PI-INFO] Init time,6,0.141511
[PI-INFO] Init time,7,0.141984
[PI-INFO] Init time,3,0.141471
[PI-INFO] Init time,11,0.141707
[PI-INFO] Init time,1,0.140865
[PI-INFO] Paramount Iteration,0,1,0.347033,0.197260
[PI-INFO] Paramount Iteration,1,1,0.429095,0.288230
[PI-INFO] Paramount Iteration,2,1,0.521996,0.379719
[PI-INFO] Paramount Iteration,3,1,0.521893,0.380422
[PI-INFO] Paramount Iteration,4,1,0.522360,0.380820
[PI-INFO] Paramount Iteration,5,1,0.522941,0.380856
[PI-INFO] Paramount Iteration,6,1,0.522411,0.380900
[PI-INFO] Paramount Iteration,7,1,0.523622,0.381639
[PI-INFO] Paramount Iteration,8,1,0.524272,0.381945
[PI-INFO] Paramount Iteration,9,1,0.524382,0.381950
[PI-INFO] Paramount Iteration,10,1,0.523269,0.382035
[PI-INFO] Paramount Iteration,11,1,0.524490,0.382784
[PI-INFO] Paramount Iteration,12,1,0.524695,0.383135
[PI-INFO] Paramount Iteration,13,1,0.524929,0.383245
[PI-INFO] Paramount Iteration,15,1,0.526036,0.383278
[PI-INFO] Paramount Iteration,14,1,0.525046,0.383302
[PI-INFO] Paramount Iteration,0,2,0.540526,0.193493
[PI-INFO] Paramount Iteration,1,2,0.622310,0.193215
[PI-INFO] Paramount Iteration,2,2,0.714819,0.192823
[PI-INFO] Paramount Iteration,3,2,0.713950,0.192057
[PI-INFO] Paramount Iteration,4,2,0.714393,0.192033
[PI-INFO] Paramount Iteration,0,3,0.730755,0.190229
[PI-INFO] Paramount Iteration,5,2,0.796863,0.273922
[PI-INFO] Paramount Iteration,1,3,0.810978,0.188668
[PI-INFO] Paramount Iteration,6,2,0.886394,0.363983
[PI-INFO] Paramount Iteration,7,2,0.886857,0.363235
[PI-INFO] Paramount Iteration,8,2,0.887486,0.363214
[PI-INFO] Paramount Iteration,9,2,0.887610,0.363228
[PI-INFO] Paramount Iteration,10,2,0.887679,0.364410
[PI-INFO] Paramount Iteration,11,2,0.888138,0.363648
[PI-INFO] Paramount Iteration,12,2,0.888380,0.363685
[PI-INFO] Paramount Iteration,13,2,0.888621,0.363692
[PI-INFO] Paramount Iteration,14,2,0.889926,0.364880
[PI-INFO] Paramount Iteration,15,2,0.890929,0.364893
[PI-INFO] Paramount Iteration,2,3,0.901717,0.186898
[PI-INFO] Paramount Iteration,3,3,0.900849,0.186899
[PI-INFO] Paramount Iteration,4,3,0.901289,0.186896
[PI-INFO] Paramount Iteration,0,4,0.920149,0.189394
[PI-INFO] Paramount Iteration,5,3,0.983593,0.186730
[PI-INFO] Paramount Iteration,1,4,1.000477,0.189499
[PI-INFO] Paramount Iteration,6,3,1.071269,0.184875
[PI-INFO] Paramount Iteration,7,3,1.071727,0.184870
[PI-INFO] Paramount Iteration,8,3,1.072347,0.184861
[PI-INFO] Paramount Iteration,2,4,1.091251,0.189534
[PI-INFO] Paramount Iteration,3,4,1.090387,0.189538
[PI-INFO] Paramount Iteration,4,4,1.090832,0.189543
[PI-INFO] Paramount Iteration,0,5,1.109428,0.189279
[PI-INFO] Paramount Iteration,9,3,1.158943,0.271333
[PI-INFO] Paramount Iteration,5,4,1.170510,0.186917
[PI-INFO] Paramount Iteration,1,5,1.189537,0.189060
[PI-INFO] Paramount Iteration,10,3,1.245656,0.357977
[PI-INFO] Paramount Iteration,11,3,1.246083,0.357945
[PI-INFO] Paramount Iteration,12,3,1.246308,0.357928
[PI-INFO] Paramount Iteration,13,3,1.246581,0.357960
[PI-INFO] Paramount Iteration,14,3,1.248989,0.359063
[PI-INFO] Paramount Iteration,15,3,1.249959,0.359030
[PI-INFO] Paramount Iteration,6,4,1.258241,0.186972
[PI-INFO] Paramount Iteration,7,4,1.258699,0.186972
[PI-INFO] Paramount Iteration,8,4,1.259316,0.186969
[PI-INFO] Paramount Iteration,2,5,1.280253,0.189002
[PI-INFO] Paramount Iteration,3,5,1.279395,0.189008
[PI-INFO] Paramount Iteration,4,5,1.279837,0.189005
[PI-INFO] Paramount Iteration,0,6,1.298288,0.188860
[PI-INFO] Paramount Iteration,9,4,1.342792,0.183849
[PI-INFO] Paramount Iteration,5,5,1.361308,0.190798
[PI-INFO] Paramount Iteration,1,6,1.378438,0.188901
[PI-INFO] Paramount Iteration,10,4,1.429237,0.183581
[PI-INFO] Paramount Iteration,11,4,1.429658,0.183575
[PI-INFO] Paramount Iteration,12,4,1.429860,0.183552
[PI-INFO] Paramount Iteration,6,5,1.448978,0.190737
[PI-INFO] Paramount Iteration,7,5,1.449429,0.190730
[PI-INFO] Paramount Iteration,8,5,1.450047,0.190731
[PI-INFO] Paramount Iteration,2,6,1.469303,0.189050
[PI-INFO] Paramount Iteration,3,6,1.468434,0.189039
[PI-INFO] Paramount Iteration,4,6,1.468878,0.189041
[PI-INFO] Paramount Iteration,0,7,1.488671,0.190383
[PI-INFO] Paramount Iteration,13,4,1.518414,0.271833
[PI-INFO] Paramount Iteration,9,5,1.529400,0.186608
[PI-INFO] Paramount Iteration,5,6,1.548919,0.187611
[PI-INFO] Paramount Iteration,1,7,1.568786,0.190348
[PI-INFO] Paramount Iteration,15,4,1.607085,0.357126
[PI-INFO] Paramount Iteration,14,4,1.606140,0.357151
[PI-INFO] Paramount Iteration,10,5,1.615956,0.186719
[PI-INFO] Paramount Iteration,11,5,1.616407,0.186749
[PI-INFO] Paramount Iteration,12,5,1.616585,0.186725
[PI-INFO] Paramount Iteration,6,6,1.636711,0.187733
[PI-INFO] Paramount Iteration,7,6,1.637181,0.187752
[PI-INFO] Paramount Iteration,8,6,1.637796,0.187749
[PI-INFO] Paramount Iteration,2,7,1.659695,0.190392
[PI-INFO] Paramount Iteration,3,7,1.658837,0.190403
[PI-INFO] Paramount Iteration,4,7,1.659282,0.190404
[PI-INFO] Paramount Iteration,0,8,1.678183,0.189512
[PI-INFO] Paramount Iteration,13,5,1.701714,0.183300
[PI-INFO] Paramount Iteration,9,6,1.720131,0.190731
[PI-INFO] Paramount Iteration,5,7,1.737937,0.189018
[PI-INFO] Paramount Iteration,1,8,1.758363,0.189577
[PI-INFO] Paramount Iteration,15,5,1.790101,0.183016
[PI-INFO] Paramount Iteration,14,5,1.789157,0.183017
[PI-INFO] Paramount Iteration,10,6,1.806937,0.190981
[PI-INFO] Paramount Iteration,11,6,1.807361,0.190954
[PI-INFO] Paramount Iteration,12,6,1.807561,0.190976
[PI-INFO] Paramount Iteration,6,7,1.825675,0.188964
[PI-INFO] Paramount Iteration,7,7,1.826140,0.188959
[PI-INFO] Paramount Iteration,8,7,1.826758,0.188962
[PI-INFO] Paramount Iteration,2,8,1.849508,0.189813
[PI-INFO] Paramount Iteration,3,8,1.848642,0.189805
[PI-INFO] Paramount Iteration,4,8,1.849090,0.189808
[PI-INFO] Paramount Iteration,0,9,1.867358,0.189175
[PI-INFO] Paramount Iteration,13,6,1.887885,0.186171
[PI-INFO] Paramount Iteration,9,7,1.907761,0.187630
[PI-INFO] Paramount Iteration,5,8,1.928667,0.190730
[PI-INFO] Paramount Iteration,1,9,1.947488,0.189125
[PI-INFO] Paramount Iteration,15,6,1.976572,0.186471
[PI-INFO] Paramount Iteration,14,6,1.975621,0.186464
[PI-INFO] Paramount Iteration,10,7,1.994519,0.187582
[PI-INFO] Paramount Iteration,11,7,1.994937,0.187576
[PI-INFO] Paramount Iteration,12,7,1.995139,0.187578
[PI-INFO] Paramount Iteration,6,8,2.016488,0.190813
[PI-INFO] Paramount Iteration,7,8,2.016951,0.190811
[PI-INFO] Paramount Iteration,8,8,2.017572,0.190814
[PI-INFO] Paramount Iteration,2,9,2.038457,0.188949
[PI-INFO] Paramount Iteration,3,9,2.037599,0.188957
[PI-INFO] Paramount Iteration,4,9,2.038044,0.188954
[PI-INFO] Paramount Iteration,0,10,2.056689,0.189331
[PI-INFO] Paramount Iteration,13,7,2.079581,0.191696
[PI-INFO] Paramount Iteration,9,8,2.096139,0.188378
[PI-INFO] Paramount Iteration,5,9,2.118501,0.189834
[PI-INFO] Paramount Iteration,1,10,2.136933,0.189445
[PI-INFO] Paramount Iteration,15,7,2.168146,0.191574
[PI-INFO] Paramount Iteration,14,7,2.167201,0.191580
[PI-INFO] Paramount Iteration,10,8,2.182936,0.188417
[PI-INFO] Paramount Iteration,11,8,2.183351,0.188414
[PI-INFO] Paramount Iteration,12,8,2.183560,0.188421
[PI-INFO] Paramount Iteration,6,9,2.206397,0.189909
[PI-INFO] Paramount Iteration,7,9,2.206880,0.189929
[PI-INFO] Paramount Iteration,8,9,2.207497,0.189925
[PI-INFO] Paramount Iteration,2,10,2.227773,0.189316
[PI-INFO] Paramount Iteration,3,10,2.226909,0.189310
[PI-INFO] Paramount Iteration,4,10,2.227361,0.189317
[PI-INFO] Paramount Iteration,0,11,2.246261,0.189572
[PI-INFO] Paramount Iteration,13,8,2.267903,0.188322
[PI-INFO] Paramount Iteration,9,9,2.288045,0.191906
[PI-INFO] Paramount Iteration,5,10,2.310466,0.191965
[PI-INFO] Paramount Iteration,1,11,2.326290,0.189357
[PI-INFO] Paramount Iteration,15,8,2.356359,0.188213
[PI-INFO] Paramount Iteration,14,8,2.355413,0.188212
[PI-INFO] Paramount Iteration,10,9,2.374691,0.191755
[PI-INFO] Paramount Iteration,11,9,2.375112,0.191761
[PI-INFO] Paramount Iteration,12,9,2.375308,0.191748
[PI-INFO] Paramount Iteration,6,10,2.398268,0.191871
[PI-INFO] Paramount Iteration,7,10,2.398743,0.191863
