--------------------------------------------------------------------------
[[11114,1],2]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-12-248

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
# MPI Nearest Neighbor Communication
# Info:
# Processor Grid:              32 x       1 x       1
# Data Grid (per rank):       100 x     100 x     100
# Iterations:             10000000
# Variables:                    1
# Sleep:                     1000
[PI-INFO] Init time,31,0.132176
[PI-INFO] Init time,0,0.116571
[PI-INFO] Init time,2,0.132941
[PI-INFO] Init time,9,0.134887
[PI-INFO] Init time,11,0.132728
[PI-INFO] Init time,10,0.132416
[PI-INFO] Init time,12,0.132837
[PI-INFO] Init time,14,0.132254
[PI-INFO] Init time,6,0.132723
[PI-INFO] Init time,21,0.132812
[PI-INFO] Init time,30,0.132972
[PI-INFO] Init time,7,0.132321
[PI-INFO] Init time,18,0.132482
[PI-INFO] Init time,3,0.132777
[PI-INFO] Init time,8,0.132328
[PI-INFO] Init time,17,0.132853
[PI-INFO] Init time,13,0.132215
[PI-INFO] Init time,24,0.132628
[PI-INFO] Init time,23,0.132748
[PI-INFO] Init time,25,0.132154
[PI-INFO] Init time,22,0.132648
[PI-INFO] Init time,15,0.132668
[PI-INFO] Init time,16,0.132648
[PI-INFO] Init time,27,0.132649
[PI-INFO] Init time,19,0.132604
[PI-INFO] Init time,29,0.132948
[PI-INFO] Init time,26,0.132599
[PI-INFO] Init time,1,0.132998
[PI-INFO] Init time,4,0.132851
[PI-INFO] Init time,28,0.132337
[PI-INFO] Init time,5,0.132053
[PI-INFO] Init time,20,0.132774
[PI-INFO] Paramount Iteration,31,1,0.132833,0.000657
[PI-INFO] Paramount Iteration,0,1,0.117306,0.000735
[PI-INFO] Paramount Iteration,29,1,0.133712,0.000764
[PI-INFO] Paramount Iteration,30,1,0.133802,0.000830
[PI-INFO] Paramount Iteration,24,1,0.133526,0.000898
[PI-INFO] Paramount Iteration,23,1,0.133651,0.000903
[PI-INFO] Paramount Iteration,11,1,0.133634,0.000906
[PI-INFO] Paramount Iteration,10,1,0.133297,0.000881
[PI-INFO] Paramount Iteration,18,1,0.133409,0.000927
[PI-INFO] Paramount Iteration,9,1,0.135813,0.000926
[PI-INFO] Paramount Iteration,4,1,0.133796,0.000945
[PI-INFO] Paramount Iteration,12,1,0.133735,0.000898
[PI-INFO] Paramount Iteration,3,1,0.133721,0.000945
[PI-INFO] Paramount Iteration,17,1,0.133778,0.000925
[PI-INFO] Paramount Iteration,28,1,0.133308,0.000971
[PI-INFO] Paramount Iteration,25,1,0.133088,0.000935
[PI-INFO] Paramount Iteration,15,1,0.133692,0.001025
[PI-INFO] Paramount Iteration,16,1,0.133599,0.000951
[PI-INFO] Paramount Iteration,20,1,0.133708,0.000934
[PI-INFO] Paramount Iteration,27,1,0.133657,0.001008
[PI-INFO] Paramount Iteration,19,1,0.133596,0.000992
[PI-INFO] Paramount Iteration,26,1,0.133578,0.000979
[PI-INFO] Paramount Iteration,2,1,0.134038,0.001097
[PI-INFO] Paramount Iteration,1,1,0.134010,0.001012
[PI-INFO] Paramount Iteration,11,2,0.133921,0.000287
[PI-INFO] Paramount Iteration,10,2,0.133598,0.000301
[PI-INFO] Paramount Iteration,14,1,0.133349,0.001096
[PI-INFO] Paramount Iteration,6,1,0.133902,0.001179
[PI-INFO] Paramount Iteration,21,1,0.133874,0.001062
[PI-INFO] Paramount Iteration,30,2,0.134072,0.000270
[PI-INFO] Paramount Iteration,7,1,0.133420,0.001099
[PI-INFO] Paramount Iteration,8,1,0.133398,0.001070
[PI-INFO] Paramount Iteration,13,1,0.133274,0.001059
[PI-INFO] Paramount Iteration,22,1,0.133758,0.001111
[PI-INFO] Paramount Iteration,31,2,0.133433,0.000600
[PI-INFO] Paramount Iteration,5,1,0.133183,0.001130
[PI-INFO] Paramount Iteration,0,2,0.118023,0.000717
[PI-INFO] Paramount Iteration,0,3,0.118264,0.000241
[PI-INFO] Paramount Iteration,1,2,0.134387,0.000377
[PI-INFO] Paramount Iteration,9,2,0.136407,0.000594
[PI-INFO] Paramount Iteration,18,2,0.133774,0.000365
[PI-INFO] Paramount Iteration,8,2,0.133768,0.000370
[PI-INFO] Paramount Iteration,17,2,0.134098,0.000320
[PI-INFO] Paramount Iteration,13,2,0.133657,0.000383
[PI-INFO] Paramount Iteration,24,2,0.134061,0.000535
[PI-INFO] Paramount Iteration,28,2,0.133713,0.000405
[PI-INFO] Paramount Iteration,25,2,0.133474,0.000386
[PI-INFO] Paramount Iteration,22,2,0.134139,0.000381
[PI-INFO] Paramount Iteration,31,3,0.133666,0.000233
[PI-INFO] Paramount Iteration,16,2,0.133978,0.000379
[PI-INFO] Paramount Iteration,27,2,0.133991,0.000334
[PI-INFO] Paramount Iteration,19,2,0.133921,0.000325
[PI-INFO] Paramount Iteration,29,2,0.134407,0.000695
[PI-INFO] Paramount Iteration,26,2,0.133938,0.000360
[PI-INFO] Paramount Iteration,2,2,0.134440,0.000402
[PI-INFO] Paramount Iteration,4,2,0.134442,0.000646
[PI-INFO] Paramount Iteration,12,2,0.134372,0.000637
[PI-INFO] Paramount Iteration,14,2,0.133784,0.000435
[PI-INFO] Paramount Iteration,6,2,0.134356,0.000454
[PI-INFO] Paramount Iteration,21,2,0.134356,0.000482
[PI-INFO] Paramount Iteration,30,3,0.134742,0.000670
[PI-INFO] Paramount Iteration,7,2,0.133896,0.000476
