--------------------------------------------------------------------------
[[18770,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-3-141

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
Running with these driver parameters:
  solver ID    = 3

  Laplacian_27pt:
    (Nx, Ny, Nz) = (10, 20, 10)
    (Px, Py, Pz) = (1, 2, 1)

[PI-INFO] Total time,0.132973
[PI-INFO] Total time,0.132993
[PI-INFO] Total time,0.132998
[PI-INFO] Total time,0.133002
[PI-INFO] Total time,0.133007
[PI-INFO] Total time,0.133010
[PI-INFO] Total time,0.133014
[PI-INFO] Total time,0.133019
[PI-INFO] Total time,0.133023
[PI-INFO] Total time,0.133027
[PI-INFO] Total time,0.133032
[PI-INFO] Total time,0.133038
[PI-INFO] Total time,0.133042
[PI-INFO] Total time,0.133046
[PI-INFO] Total time,0.133051
[PI-INFO] Total time,0.133056
[PI-INFO] Total time,0.133061
[PI-INFO] Total time,0.133065
[PI-INFO] Total time,0.133069
[PI-INFO] Total time,0.133073
[PI-INFO] Total time,0.133076
[PI-INFO] Total time,0.133080
[PI-INFO] Total time,0.133093
[PI-INFO] Total time,0.133099
[PI-INFO] Total time,0.133103
[PI-INFO] Total time,0.133113
[PI-INFO] Total time,0.133141
[PI-INFO] Total time,0.133165
[PI-INFO] Total time,0.133188
[PI-INFO] Total time,0.133211
[PI-INFO] Total time,0.133234
[PI-INFO] Total time,0.133257
[PI-INFO] Total time,0.133279
[PI-INFO] Total time,0.133304
[PI-INFO] Total time,0.133328
[PI-INFO] Total time,0.133352
[PI-INFO] Total time,0.133375
[PI-INFO] Total time,0.133398
[PI-INFO] Total time,0.133420
[PI-INFO] Total time,0.133443
[PI-INFO] Total time,0.133466
[PI-INFO] Total time,0.133475
[PI-INFO] Total time,0.133479
[PI-INFO] Total time,0.133483
[PI-INFO] Total time,0.133487
[PI-INFO] Total time,0.133491
[PI-INFO] Total time,0.133496
[PI-INFO] Total time,0.133521
[PI-INFO] Total time,0.133544
[PI-INFO] Total time,0.133567
[PI-INFO] Total time,0.133590
[PI-INFO] Total time,0.133612
[PI-INFO] Total time,0.133635
[PI-INFO] Total time,0.133658
[PI-INFO] Total time,0.133680
[PI-INFO] Total time,0.133705
[PI-INFO] Total time,0.132985
[PI-INFO] Total time,0.133745
[PI-INFO] Total time,0.133750
[PI-INFO] Total time,0.133754
[PI-INFO] Total time,0.133758
[PI-INFO] Total time,0.133762
[PI-INFO] Total time,0.133766
[PI-INFO] Total time,0.133771
[PI-INFO] Total time,0.133776
[PI-INFO] Total time,0.133780
[PI-INFO] Total time,0.133784
[PI-INFO] Total time,0.133788
[PI-INFO] Total time,0.133792
[PI-INFO] Total time,0.133797
[PI-INFO] Total time,0.133805
[PI-INFO] Total time,0.133810
[PI-INFO] Total time,0.133814
[PI-INFO] Total time,0.133819
[PI-INFO] Total time,0.133825
[PI-INFO] Total time,0.133830
[PI-INFO] Total time,0.133834
[PI-INFO] Total time,0.133839
[PI-INFO] Total time,0.133846
[PI-INFO] Total time,0.133852
[PI-INFO] Total time,0.133856
[PI-INFO] Total time,0.133861
[PI-INFO] Total time,0.133869
[PI-INFO] Total time,0.133873
[PI-INFO] Total time,0.133882
[PI-INFO] Total time,0.133887
[PI-INFO] Total time,0.133895
[PI-INFO] Total time,0.133900
[PI-INFO] Total time,0.133908
[PI-INFO] Total time,0.133912
[PI-INFO] Total time,0.133920
[PI-INFO] Total time,0.133925
[PI-INFO] Total time,0.133932
[PI-INFO] Total time,0.133937
[PI-INFO] Total time,0.133944
[PI-INFO] Total time,0.133949
[PI-INFO] Total time,0.133958
[PI-INFO] Total time,0.133963
[PI-INFO] Total time,0.133968
[PI-INFO] Total time,0.133973
