--------------------------------------------------------------------------
[[20079,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-3-141

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
Running with these driver parameters:
  solver ID    = 3

  Laplacian_27pt:
    (Nx, Ny, Nz) = (10, 20, 10)
    (Px, Py, Pz) = (1, 2, 1)

[PI-INFO] Total time,0.133813
[PI-INFO] Total time,0.133833
[PI-INFO] Total time,0.133839
[PI-INFO] Total time,0.133841
[PI-INFO] Total time,0.133845
[PI-INFO] Total time,0.133847
[PI-INFO] Total time,0.133850
[PI-INFO] Total time,0.133852
[PI-INFO] Total time,0.133856
[PI-INFO] Total time,0.133859
[PI-INFO] Total time,0.133863
[PI-INFO] Total time,0.133867
[PI-INFO] Total time,0.133872
[PI-INFO] Total time,0.133877
[PI-INFO] Total time,0.133881
[PI-INFO] Total time,0.133885
[PI-INFO] Total time,0.133889
[PI-INFO] Total time,0.133893
[PI-INFO] Total time,0.133895
[PI-INFO] Total time,0.133899
[PI-INFO] Total time,0.133905
[PI-INFO] Total time,0.133910
[PI-INFO] Total time,0.133913
[PI-INFO] Total time,0.133917
[PI-INFO] Total time,0.133921
[PI-INFO] Total time,0.133930
[PI-INFO] Total time,0.133935
[PI-INFO] Total time,0.133939
[PI-INFO] Total time,0.133943
[PI-INFO] Total time,0.133948
[PI-INFO] Total time,0.133953
[PI-INFO] Total time,0.133957
[PI-INFO] Total time,0.133962
[PI-INFO] Total time,0.133967
[PI-INFO] Total time,0.133971
[PI-INFO] Total time,0.133976
[PI-INFO] Total time,0.133979
[PI-INFO] Total time,0.133984
[PI-INFO] Total time,0.133987
[PI-INFO] Total time,0.133991
[PI-INFO] Total time,0.133995
[PI-INFO] Total time,0.134000
[PI-INFO] Total time,0.134011
[PI-INFO] Total time,0.134017
[PI-INFO] Total time,0.134021
[PI-INFO] Total time,0.134026
[PI-INFO] Total time,0.134030
[PI-INFO] Total time,0.134034
[PI-INFO] Total time,0.134038
[PI-INFO] Total time,0.134042
[PI-INFO] Total time,0.134046
[PI-INFO] Total time,0.134051
[PI-INFO] Total time,0.134055
[PI-INFO] Total time,0.134059
[PI-INFO] Total time,0.134064
[PI-INFO] Total time,0.134068
[PI-INFO] Total time,0.133821
[PI-INFO] Total time,0.134096
[PI-INFO] Total time,0.134123
[PI-INFO] Total time,0.134149
[PI-INFO] Total time,0.134172
[PI-INFO] Total time,0.134194
[PI-INFO] Total time,0.134219
[PI-INFO] Total time,0.134241
[PI-INFO] Total time,0.134264
[PI-INFO] Total time,0.134286
[PI-INFO] Total time,0.134309
[PI-INFO] Total time,0.134334
[PI-INFO] Total time,0.134357
[PI-INFO] Total time,0.134380
[PI-INFO] Total time,0.134402
[PI-INFO] Total time,0.134425
[PI-INFO] Total time,0.134447
[PI-INFO] Total time,0.134470
[PI-INFO] Total time,0.134493
[PI-INFO] Total time,0.134518
[PI-INFO] Total time,0.134541
[PI-INFO] Total time,0.134563
[PI-INFO] Total time,0.134585
[PI-INFO] Total time,0.134608
[PI-INFO] Total time,0.134630
[PI-INFO] Total time,0.134653
[PI-INFO] Total time,0.134675
[PI-INFO] Total time,0.134700
[PI-INFO] Total time,0.134723
[PI-INFO] Total time,0.134745
[PI-INFO] Total time,0.134767
[PI-INFO] Total time,0.134790
[PI-INFO] Total time,0.134812
[PI-INFO] Total time,0.134834
[PI-INFO] Total time,0.134857
[PI-INFO] Total time,0.134882
[PI-INFO] Total time,0.134904
[PI-INFO] Total time,0.134927
[PI-INFO] Total time,0.134949
[PI-INFO] Total time,0.134972
[PI-INFO] Total time,0.134994
[PI-INFO] Total time,0.135017
[PI-INFO] Total time,0.135039
[PI-INFO] Total time,0.135064
