--------------------------------------------------------------------------
[[17407,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-3-141

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
Running with these driver parameters:
  solver ID    = 3

  Laplacian_27pt:
    (Nx, Ny, Nz) = (10, 20, 10)
    (Px, Py, Pz) = (1, 2, 1)

[PI-INFO] Total time,0.134048
[PI-INFO] Total time,0.134062
[PI-INFO] Total time,0.134064
[PI-INFO] Total time,0.134071
[PI-INFO] Total time,0.134076
[PI-INFO] Total time,0.134080
[PI-INFO] Total time,0.134084
[PI-INFO] Total time,0.134088
[PI-INFO] Total time,0.134091
[PI-INFO] Total time,0.134095
[PI-INFO] Total time,0.134100
[PI-INFO] Total time,0.134104
[PI-INFO] Total time,0.134108
[PI-INFO] Total time,0.134113
[PI-INFO] Total time,0.134118
[PI-INFO] Total time,0.134122
[PI-INFO] Total time,0.134126
[PI-INFO] Total time,0.134131
[PI-INFO] Total time,0.134135
[PI-INFO] Total time,0.134140
[PI-INFO] Total time,0.134144
[PI-INFO] Total time,0.134149
[PI-INFO] Total time,0.134153
[PI-INFO] Total time,0.134158
[PI-INFO] Total time,0.134163
[PI-INFO] Total time,0.134172
[PI-INFO] Total time,0.134177
[PI-INFO] Total time,0.134181
[PI-INFO] Total time,0.134185
[PI-INFO] Total time,0.134190
[PI-INFO] Total time,0.134194
[PI-INFO] Total time,0.134198
[PI-INFO] Total time,0.134202
[PI-INFO] Total time,0.134206
[PI-INFO] Total time,0.134211
[PI-INFO] Total time,0.134241
[PI-INFO] Total time,0.134252
[PI-INFO] Total time,0.134257
[PI-INFO] Total time,0.134261
[PI-INFO] Total time,0.134265
[PI-INFO] Total time,0.134291
[PI-INFO] Total time,0.134300
[PI-INFO] Total time,0.134305
[PI-INFO] Total time,0.134329
[PI-INFO] Total time,0.134338
[PI-INFO] Total time,0.134342
[PI-INFO] Total time,0.134347
[PI-INFO] Total time,0.134352
[PI-INFO] Total time,0.134356
[PI-INFO] Total time,0.134360
[PI-INFO] Total time,0.134365
[PI-INFO] Total time,0.134370
[PI-INFO] Total time,0.134374
[PI-INFO] Total time,0.134377
[PI-INFO] Total time,0.134381
[PI-INFO] Total time,0.134385
[PI-INFO] Total time,0.134414
[PI-INFO] Total time,0.134438
[PI-INFO] Total time,0.134443
[PI-INFO] Total time,0.134448
[PI-INFO] Total time,0.134452
[PI-INFO] Total time,0.134457
[PI-INFO] Total time,0.134461
[PI-INFO] Total time,0.134466
[PI-INFO] Total time,0.134490
[PI-INFO] Total time,0.134495
[PI-INFO] Total time,0.134501
[PI-INFO] Total time,0.134505
[PI-INFO] Total time,0.134510
[PI-INFO] Total time,0.134533
[PI-INFO] Total time,0.134542
[PI-INFO] Total time,0.134547
[PI-INFO] Total time,0.134570
[PI-INFO] Total time,0.134579
[PI-INFO] Total time,0.134583
[PI-INFO] Total time,0.134606
[PI-INFO] Total time,0.134615
[PI-INFO] Total time,0.134620
[PI-INFO] Total time,0.134624
[PI-INFO] Total time,0.134628
[PI-INFO] Total time,0.134652
[PI-INFO] Total time,0.134662
[PI-INFO] Total time,0.134667
[PI-INFO] Total time,0.134672
[PI-INFO] Total time,0.134676
[PI-INFO] Total time,0.134681
[PI-INFO] Total time,0.134705
[PI-INFO] Total time,0.134714
[PI-INFO] Total time,0.134718
[PI-INFO] Total time,0.134723
[PI-INFO] Total time,0.134727
[PI-INFO] Total time,0.134731
[PI-INFO] Total time,0.134735
[PI-INFO] Total time,0.134739
[PI-INFO] Total time,0.134743
[PI-INFO] Total time,0.134748
[PI-INFO] Total time,0.134753
[PI-INFO] Total time,0.134757
[PI-INFO] Total time,0.134761
[PI-INFO] Total time,0.134766
