--------------------------------------------------------------------------
[[34324,1],1]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-14-220

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
[PI-INFO] Init time,9,0.163171
[PI-INFO] Init time,17,0.161669
[PI-INFO] Init time,14,0.161117
[PI-INFO] Init time,26,0.161570
[PI-INFO] Init time,10,0.163301
[PI-INFO] Init time,7,0.161823
[PI-INFO] Init time,23,0.161898
[PI-INFO] Init time,29,0.161208
[PI-INFO] Init time,24,0.161396
[PI-INFO] Init time,0,0.146064
[PI-INFO] Init time,1,0.161686
[PI-INFO] Init time,12,0.163221
[PI-INFO] Init time,18,0.162261
[PI-INFO] Init time,11,0.162350
[PI-INFO] Init time,4,0.161547
[PI-INFO] Init time,13,0.161658
[PI-INFO] Init time,8,0.161077
[PI-INFO] Init time,15,0.161388
[PI-INFO] Init time,5,0.161234
[PI-INFO] Init time,21,0.162592
[PI-INFO] Init time,25,0.161782
[PI-INFO] Init time,27,0.161592
[PI-INFO] Init time,16,0.161401
[PI-INFO] Init time,6,0.161877
[PI-INFO] Init time,22,0.161519
[PI-INFO] Init time,30,0.161100
[PI-INFO] Init time,31,0.160636
[PI-INFO] Init time,3,0.161121
[PI-INFO] Init time,20,0.161654
[PI-INFO] Init time,19,0.161374
[PI-INFO] Init time,28,0.161663
[PI-INFO] Init time,2,0.162517
[PI-INFO] Paramount Iteration,0,1,0.353790,0.207726
[PI-INFO] Paramount Iteration,1,1,0.468156,0.306471
[PI-INFO] Paramount Iteration,2,1,0.569264,0.406747
[PI-INFO] Paramount Iteration,0,2,0.560283,0.206493
[PI-INFO] Paramount Iteration,3,1,0.669102,0.507981
[PI-INFO] Paramount Iteration,1,2,0.674118,0.205962
[PI-INFO] Paramount Iteration,4,1,0.770067,0.608520
[PI-INFO] Paramount Iteration,2,2,0.774128,0.204864
[PI-INFO] Paramount Iteration,0,3,0.763924,0.203641
[PI-INFO] Paramount Iteration,5,1,0.869490,0.708256
[PI-INFO] Paramount Iteration,3,2,0.873307,0.204205
[PI-INFO] Paramount Iteration,1,3,0.875950,0.201832
[PI-INFO] Paramount Iteration,6,1,0.968407,0.806530
[PI-INFO] Paramount Iteration,7,1,0.969326,0.807503
[PI-INFO] Paramount Iteration,8,1,0.968625,0.807548
[PI-INFO] Paramount Iteration,9,1,0.971033,0.807862
[PI-INFO] Paramount Iteration,10,1,0.971064,0.807763
[PI-INFO] Paramount Iteration,11,1,0.970103,0.807753
[PI-INFO] Paramount Iteration,12,1,0.971059,0.807838
[PI-INFO] Paramount Iteration,13,1,0.969726,0.808068
[PI-INFO] Paramount Iteration,14,1,0.969483,0.808367
[PI-INFO] Paramount Iteration,15,1,0.970415,0.809027
[PI-INFO] Paramount Iteration,16,1,0.970549,0.809148
[PI-INFO] Paramount Iteration,17,1,0.971098,0.809429
[PI-INFO] Paramount Iteration,18,1,0.971569,0.809308
[PI-INFO] Paramount Iteration,19,1,0.970661,0.809287
[PI-INFO] Paramount Iteration,20,1,0.971138,0.809484
[PI-INFO] Paramount Iteration,21,1,0.972225,0.809633
[PI-INFO] Paramount Iteration,22,1,0.971251,0.809732
[PI-INFO] Paramount Iteration,23,1,0.972503,0.810605
[PI-INFO] Paramount Iteration,24,1,0.972147,0.810751
[PI-INFO] Paramount Iteration,25,1,0.972570,0.810788
[PI-INFO] Paramount Iteration,26,1,0.972670,0.811101
[PI-INFO] Paramount Iteration,27,1,0.972572,0.810980
[PI-INFO] Paramount Iteration,28,1,0.972605,0.810942
[PI-INFO] Paramount Iteration,29,1,0.972495,0.811288
[PI-INFO] Paramount Iteration,30,1,0.972338,0.811239
[PI-INFO] Paramount Iteration,31,1,0.971925,0.811290
[PI-INFO] Paramount Iteration,4,2,0.972844,0.202777
[PI-INFO] Paramount Iteration,2,3,0.974413,0.200285
[PI-INFO] Paramount Iteration,0,4,0.971664,0.207740
[PI-INFO] Paramount Iteration,5,2,1.071478,0.201988
[PI-INFO] Paramount Iteration,3,3,1.071834,0.198527
[PI-INFO] Paramount Iteration,1,4,1.084107,0.208157
[PI-INFO] Paramount Iteration,6,2,1.169598,0.201191
[PI-INFO] Paramount Iteration,7,2,1.169764,0.200438
[PI-INFO] Paramount Iteration,4,3,1.169866,0.197022
[PI-INFO] Paramount Iteration,8,2,1.172331,0.203706
[PI-INFO] Paramount Iteration,2,4,1.182611,0.208198
[PI-INFO] Paramount Iteration,0,5,1.175391,0.203727
[PI-INFO] Paramount Iteration,5,3,1.266884,0.195406
[PI-INFO] Paramount Iteration,9,2,1.272461,0.301428
[PI-INFO] Paramount Iteration,3,4,1.280017,0.208183
[PI-INFO] Paramount Iteration,1,5,1.287728,0.203621
[PI-INFO] Paramount Iteration,6,3,1.363295,0.193697
[PI-INFO] Paramount Iteration,7,3,1.363472,0.193708
[PI-INFO] Paramount Iteration,10,2,1.370124,0.399060
[PI-INFO] Paramount Iteration,8,3,1.368144,0.195813
[PI-INFO] Paramount Iteration,4,4,1.377542,0.207676
[PI-INFO] Paramount Iteration,2,5,1.386559,0.203948
[PI-INFO] Paramount Iteration,0,6,1.377696,0.202305
[PI-INFO] Paramount Iteration,11,2,1.465524,0.495421
[PI-INFO] Paramount Iteration,9,3,1.466787,0.194326
