--------------------------------------------------------------------------
[[41273,1],2]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-15-129

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
# MPI Nearest Neighbor Communication
# Info:
# Processor Grid:              32 x       1 x       1
# Data Grid (per rank):       100 x     100 x     100
# Iterations:             10000000
# Variables:                    1
# Sleep:                     1000
[PI-INFO] Init time,0,0.117768
[PI-INFO] Init time,18,0.128754
[PI-INFO] Init time,10,0.128930
[PI-INFO] Init time,6,0.128537
[PI-INFO] Init time,8,0.128049
[PI-INFO] Init time,13,0.127377
[PI-INFO] Init time,23,0.127476
[PI-INFO] Init time,16,0.128244
[PI-INFO] Init time,22,0.127075
[PI-INFO] Init time,21,0.127598
[PI-INFO] Init time,2,0.128772
[PI-INFO] Init time,1,0.128067
[PI-INFO] Init time,4,0.129426
[PI-INFO] Init time,3,0.128209
[PI-INFO] Init time,9,0.127935
[PI-INFO] Init time,19,0.128649
[PI-INFO] Init time,17,0.128121
[PI-INFO] Init time,25,0.129017
[PI-INFO] Init time,26,0.128587
[PI-INFO] Init time,24,0.127291
[PI-INFO] Init time,12,0.128239
[PI-INFO] Init time,27,0.128205
[PI-INFO] Init time,15,0.128130
[PI-INFO] Init time,28,0.127952
[PI-INFO] Init time,14,0.127651
[PI-INFO] Init time,29,0.127763
[PI-INFO] Init time,30,0.128022
[PI-INFO] Init time,7,0.127900
[PI-INFO] Init time,11,0.127848
[PI-INFO] Init time,31,0.127445
[PI-INFO] Init time,5,0.127335
[PI-INFO] Init time,20,0.126814
[PI-INFO] Paramount Iteration,0,1,0.118413,0.000645
[PI-INFO] Paramount Iteration,31,1,0.128056,0.000611
[PI-INFO] Paramount Iteration,25,1,0.129788,0.000771
[PI-INFO] Paramount Iteration,26,1,0.129387,0.000801
[PI-INFO] Paramount Iteration,15,1,0.128915,0.000785
[PI-INFO] Paramount Iteration,29,1,0.128587,0.000824
[PI-INFO] Paramount Iteration,18,1,0.129593,0.000839
[PI-INFO] Paramount Iteration,17,1,0.128969,0.000848
[PI-INFO] Paramount Iteration,24,1,0.128137,0.000846
[PI-INFO] Paramount Iteration,27,1,0.129012,0.000808
[PI-INFO] Paramount Iteration,28,1,0.128789,0.000837
[PI-INFO] Paramount Iteration,23,1,0.128318,0.000842
[PI-INFO] Paramount Iteration,30,1,0.128839,0.000818
[PI-INFO] Paramount Iteration,22,1,0.127915,0.000840
[PI-INFO] Paramount Iteration,21,1,0.128446,0.000848
[PI-INFO] Paramount Iteration,5,1,0.128152,0.000818
[PI-INFO] Paramount Iteration,2,1,0.129631,0.000859
[PI-INFO] Paramount Iteration,10,1,0.129789,0.000859
[PI-INFO] Paramount Iteration,1,1,0.128897,0.000831
[PI-INFO] Paramount Iteration,4,1,0.130286,0.000860
[PI-INFO] Paramount Iteration,3,1,0.129027,0.000818
[PI-INFO] Paramount Iteration,9,1,0.128801,0.000866
[PI-INFO] Paramount Iteration,19,1,0.129503,0.000854
[PI-INFO] Paramount Iteration,6,1,0.129419,0.000882
[PI-INFO] Paramount Iteration,12,1,0.129204,0.000965
[PI-INFO] Paramount Iteration,8,1,0.128935,0.000886
[PI-INFO] Paramount Iteration,13,1,0.128264,0.000887
[PI-INFO] Paramount Iteration,16,1,0.129125,0.000881
[PI-INFO] Paramount Iteration,14,1,0.128518,0.000867
[PI-INFO] Paramount Iteration,7,1,0.128738,0.000838
[PI-INFO] Paramount Iteration,11,1,0.128753,0.000905
[PI-INFO] Paramount Iteration,20,1,0.127679,0.000866
[PI-INFO] Paramount Iteration,0,2,0.119002,0.000589
[PI-INFO] Paramount Iteration,0,3,0.119256,0.000254
[PI-INFO] Paramount Iteration,2,2,0.129911,0.000280
[PI-INFO] Paramount Iteration,18,2,0.129919,0.000326
[PI-INFO] Paramount Iteration,10,2,0.130156,0.000367
[PI-INFO] Paramount Iteration,1,2,0.129165,0.000268
[PI-INFO] Paramount Iteration,4,2,0.130573,0.000287
[PI-INFO] Paramount Iteration,3,2,0.129315,0.000288
[PI-INFO] Paramount Iteration,9,2,0.129103,0.000302
[PI-INFO] Paramount Iteration,19,2,0.129809,0.000306
[PI-INFO] Paramount Iteration,17,2,0.129248,0.000279
[PI-INFO] Paramount Iteration,25,2,0.130142,0.000354
[PI-INFO] Paramount Iteration,26,2,0.129688,0.000301
[PI-INFO] Paramount Iteration,24,2,0.128446,0.000309
[PI-INFO] Paramount Iteration,6,2,0.129702,0.000283
[PI-INFO] Paramount Iteration,8,2,0.129268,0.000333
[PI-INFO] Paramount Iteration,27,2,0.129277,0.000265
[PI-INFO] Paramount Iteration,15,2,0.129287,0.000372
[PI-INFO] Paramount Iteration,28,2,0.129062,0.000273
[PI-INFO] Paramount Iteration,23,2,0.128591,0.000273
[PI-INFO] Paramount Iteration,16,2,0.129416,0.000291
[PI-INFO] Paramount Iteration,14,2,0.128815,0.000297
[PI-INFO] Paramount Iteration,29,2,0.128885,0.000298
[PI-INFO] Paramount Iteration,30,2,0.129105,0.000266
[PI-INFO] Paramount Iteration,7,2,0.129045,0.000307
[PI-INFO] Paramount Iteration,22,2,0.128249,0.000334
[PI-INFO] Paramount Iteration,11,2,0.129036,0.000283
[PI-INFO] Paramount Iteration,31,2,0.128572,0.000516
[PI-INFO] Paramount Iteration,21,2,0.128771,0.000325
[PI-INFO] Paramount Iteration,5,2,0.128467,0.000315
[PI-INFO] Paramount Iteration,20,2,0.128000,0.000321
[PI-INFO] Paramount Iteration,2,3,0.130174,0.000263
[PI-INFO] Paramount Iteration,18,3,0.130220,0.000301
[PI-INFO] Paramount Iteration,10,3,0.130432,0.000276
[PI-INFO] Paramount Iteration,1,3,0.129626,0.000461
[PI-INFO] Paramount Iteration,4,3,0.130852,0.000279
[PI-INFO] Paramount Iteration,3,3,0.129582,0.000267
[PI-INFO] Paramount Iteration,9,3,0.129419,0.000316
[PI-INFO] Paramount Iteration,19,3,0.130114,0.000305
[PI-INFO] Paramount Iteration,17,3,0.129554,0.000306
[PI-INFO] Paramount Iteration,25,3,0.130418,0.000276
[PI-INFO] Paramount Iteration,26,3,0.129970,0.000282
[PI-INFO] Paramount Iteration,24,3,0.128704,0.000258
[PI-INFO] Paramount Iteration,6,3,0.129981,0.000279
[PI-INFO] Paramount Iteration,12,2,0.129527,0.000323
[PI-INFO] Paramount Iteration,8,3,0.129581,0.000313
[PI-INFO] Paramount Iteration,13,2,0.128632,0.000368
[PI-INFO] Paramount Iteration,27,3,0.129535,0.000258
[PI-INFO] Paramount Iteration,15,3,0.129555,0.000268
[PI-INFO] Paramount Iteration,28,3,0.129353,0.000291
[PI-INFO] Paramount Iteration,23,3,0.128911,0.000320
[PI-INFO] Paramount Iteration,16,3,0.129693,0.000277
[PI-INFO] Paramount Iteration,14,3,0.129150,0.000335
[PI-INFO] Paramount Iteration,29,3,0.129164,0.000279
[PI-INFO] Paramount Iteration,30,3,0.129506,0.000401
[PI-INFO] Paramount Iteration,7,3,0.129333,0.000288
[PI-INFO] Paramount Iteration,22,3,0.128542,0.000293
[PI-INFO] Paramount Iteration,11,3,0.129414,0.000378
[PI-INFO] Paramount Iteration,31,3,0.128841,0.000269
[PI-INFO] Paramount Iteration,21,3,0.129080,0.000309
[PI-INFO] Paramount Iteration,5,3,0.128769,0.000302
[PI-INFO] Paramount Iteration,20,3,0.128292,0.000292
[PI-INFO] Paramount Iteration,0,4,0.119597,0.000341
[PI-INFO] Paramount Iteration,0,5,0.119865,0.000268
[PI-INFO] Paramount Iteration,2,4,0.130676,0.000502
[PI-INFO] Paramount Iteration,18,4,0.130498,0.000278
[PI-INFO] Paramount Iteration,10,4,0.130885,0.000453
[PI-INFO] Paramount Iteration,1,4,0.129877,0.000251
[PI-INFO] Paramount Iteration,4,4,0.131125,0.000273
[PI-INFO] Paramount Iteration,3,4,0.129847,0.000265
[PI-INFO] Paramount Iteration,9,4,0.129706,0.000287
[PI-INFO] Paramount Iteration,19,4,0.130366,0.000252
[PI-INFO] Paramount Iteration,17,4,0.129823,0.000269
[PI-INFO] Paramount Iteration,25,4,0.130684,0.000266
[PI-INFO] Paramount Iteration,26,4,0.130243,0.000273
[PI-INFO] Paramount Iteration,24,4,0.129010,0.000306
[PI-INFO] Paramount Iteration,6,4,0.130284,0.000303
[PI-INFO] Paramount Iteration,12,3,0.129809,0.000282
[PI-INFO] Paramount Iteration,8,4,0.129853,0.000272
[PI-INFO] Paramount Iteration,13,3,0.128977,0.000345
[PI-INFO] Paramount Iteration,27,4,0.129835,0.000300
[PI-INFO] Paramount Iteration,15,4,0.129917,0.000362
[PI-INFO] Paramount Iteration,28,4,0.129599,0.000246
[PI-INFO] Paramount Iteration,23,4,0.129185,0.000274
[PI-INFO] Paramount Iteration,16,4,0.129975,0.000282
[PI-INFO] Paramount Iteration,14,4,0.129499,0.000349
[PI-INFO] Paramount Iteration,29,4,0.129590,0.000426
[PI-INFO] Paramount Iteration,30,4,0.129756,0.000250
[PI-INFO] Paramount Iteration,7,4,0.129689,0.000356
[PI-INFO] Paramount Iteration,22,4,0.128810,0.000268
[PI-INFO] Paramount Iteration,11,4,0.129685,0.000271
[PI-INFO] Paramount Iteration,31,4,0.129135,0.000294
[PI-INFO] Paramount Iteration,21,4,0.129369,0.000289
[PI-INFO] Paramount Iteration,5,4,0.129037,0.000268
[PI-INFO] Paramount Iteration,20,4,0.128563,0.000271
[PI-INFO] Paramount Iteration,0,6,0.120213,0.000348
[PI-INFO] Paramount Iteration,0,7,0.120442,0.000229
[PI-INFO] Paramount Iteration,2,5,0.130948,0.000272
[PI-INFO] Paramount Iteration,18,5,0.130785,0.000287
[PI-INFO] Paramount Iteration,10,5,0.131156,0.000271
[PI-INFO] Paramount Iteration,1,5,0.130183,0.000306
[PI-INFO] Paramount Iteration,4,5,0.131392,0.000267
[PI-INFO] Paramount Iteration,3,5,0.130439,0.000592
[PI-INFO] Paramount Iteration,9,5,0.130214,0.000508
